Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
China,Western Pacific Region of WHO,Eastern Asia,2012,31,7/30/2012,8/5/2012,4380,2650,0,2,605,0,41,648,1,2,8,11,659,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,32,8/6/2012,8/12/2012,4377,2701,0,0,535,0,32,567,5,3,2,10,577,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,33,8/13/2012,8/19/2012,4162,2418,0,0,395,0,24,419,2,1,6,9,428,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,34,8/20/2012,8/26/2012,4146,2153,0,1,340,0,21,362,0,1,13,14,376,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,35,8/27/2012,9/2/2012,4097,2391,0,0,321,0,22,343,3,2,6,11,354,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,36,9/3/2012,9/9/2012,3877,1919,0,3,226,0,28,257,0,1,3,4,261,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,37,9/10/2012,9/16/2012,4056,2258,0,1,190,0,18,209,1,2,9,12,221,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,38,9/17/2012,9/23/2012,4351,2692,0,0,165,0,9,174,1,3,1,5,179,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,39,9/24/2012,9/30/2012,3964,2160,0,0,94,0,9,103,5,0,5,10,113,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,40,10/1/2012,10/7/2012,3431,1631,0,3,41,0,2,46,2,0,2,4,50,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,41,10/8/2012,10/14/2012,5431,3185,0,2,45,0,3,50,1,1,4,6,56,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,42,10/15/2012,10/21/2012,5769,3369,0,1,48,0,5,54,1,5,11,17,71,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,43,10/22/2012,10/28/2012,5731,3539,0,0,52,0,7,59,1,0,13,14,73,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,44,10/29/2012,11/4/2012,5619,3542,0,1,67,0,7,75,1,3,15,19,94,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,45,11/5/2012,11/11/2012,5923,3481,0,3,76,0,5,84,0,0,9,9,93,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,46,11/12/2012,11/18/2012,6335,4423,0,2,123,0,4,129,3,14,18,35,164,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,47,11/19/2012,11/25/2012,6324,3707,0,10,156,0,10,176,4,2,25,31,207,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,48,11/26/2012,12/2/2012,6150,3904,0,1,223,0,10,234,3,12,3,18,252,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,49,12/3/2012,12/9/2012,6583,4587,0,12,309,0,19,340,5,13,18,36,376,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,50,12/10/2012,12/16/2012,6602,3988,0,39,376,0,26,441,2,12,23,37,478,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,51,12/17/2012,12/23/2012,6974,5125,0,70,470,0,17,557,11,19,23,53,610,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2012,52,12/24/2012,12/30/2012,6834,4641,0,38,474,0,25,537,3,2,23,28,565,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,1,12/31/2012,1/6/2013,1217,,0,21,280,0,40,341,2,0,17,19,360,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,2,1/7/2013,1/13/2013,7803,5380,0,159,563,0,21,743,10,8,10,28,771,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,3,1/14/2013,1/20/2013,8392,4875,0,88,497,0,48,633,2,4,15,21,654,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,4,1/21/2013,1/27/2013,8308,5941,0,765,417,0,55,1237,14,3,16,33,1270,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,5,1/28/2013,2/3/2013,7739,4797,0,589,282,0,25,896,7,0,19,26,922,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,6,2/4/2013,2/10/2013,5920,2679,0,320,136,0,19,475,2,0,4,6,481,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,7,2/11/2013,2/17/2013,5293,2968,0,349,140,0,4,493,1,2,7,10,503,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,8,2/18/2013,2/24/2013,7106,3945,0,444,127,0,18,589,5,5,7,17,606,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,9,2/25/2013,3/3/2013,7760,5858,0,597,215,0,11,823,6,4,15,25,848,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,10,3/4/2013,3/10/2013,7979,5766,0,662,183,0,5,850,9,6,12,27,877,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,11,3/11/2013,3/17/2013,7909,5218,0,576,141,0,8,725,9,7,11,27,752,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,12,3/18/2013,3/24/2013,7578,5784,0,572,120,0,0,692,16,2,10,28,720,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,13,3/25/2013,3/31/2013,7105,5368,0,457,93,0,0,550,8,3,4,15,565,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,14,4/1/2013,4/7/2013,7396,5563,0,472,92,0,0,564,6,2,12,20,584,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,15,4/8/2013,4/14/2013,9235,6866,0,567,73,0,0,640,22,5,13,40,680,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,16,4/15/2013,4/21/2013,9362,6653,0,499,75,0,2,576,9,1,23,33,609,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,17,4/22/2013,4/28/2013,8602,6354,0,417,69,0,7,493,4,2,28,34,527,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,18,4/29/2013,5/5/2013,7256,5330,0,338,52,0,5,395,6,9,11,26,421,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,19,5/6/2013,5/12/2013,7777,5848,0,296,34,0,1,331,2,0,8,10,341,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,20,5/13/2013,5/19/2013,7285,5260,0,193,31,0,2,226,4,5,13,22,248,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,21,5/20/2013,5/26/2013,7607,5751,0,226,29,0,2,257,4,4,12,20,277,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,22,5/27/2013,6/2/2013,7228,5170,0,138,22,0,0,160,5,4,16,25,185,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,23,6/3/2013,6/9/2013,7013,4761,0,124,37,0,7,168,4,1,18,23,191,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,24,6/10/2013,6/16/2013,6751,4963,0,123,35,0,0,158,8,4,6,18,176,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,25,6/17/2013,6/23/2013,7435,5537,0,119,47,0,4,170,7,3,13,23,193,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,26,6/24/2013,6/30/2013,6956,4835,0,123,50,0,7,180,10,1,21,32,212,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,27,7/1/2013,7/7/2013,6871,5253,0,111,79,0,5,195,5,1,21,27,222,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,28,7/8/2013,7/14/2013,6726,4875,0,88,90,0,0,178,7,0,11,18,196,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,29,7/15/2013,7/21/2013,6972,4986,0,82,108,0,2,192,5,2,14,21,213,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,30,7/22/2013,7/28/2013,7193,5270,0,77,157,0,0,234,6,1,18,25,259,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,31,7/29/2013,8/4/2013,6767,4548,0,82,188,0,6,276,5,0,11,16,292,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,32,8/5/2013,8/11/2013,7391,5321,0,67,203,0,6,276,7,2,15,24,300,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,33,8/12/2013,8/18/2013,7463,5544,0,72,261,0,3,336,8,0,32,40,376,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,34,8/19/2013,8/25/2013,7373,5711,0,56,191,0,1,248,9,3,17,29,277,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,35,8/26/2013,9/1/2013,7047,5219,0,54,227,0,1,282,8,2,21,31,313,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,36,9/2/2013,9/8/2013,7041,4831,0,53,274,0,5,332,14,2,39,55,387,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,37,9/9/2013,9/15/2013,7685,5701,0,59,427,0,0,486,20,7,53,80,566,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,38,9/16/2013,9/22/2013,7103,5111,0,44,398,0,0,442,27,1,62,90,532,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,39,9/23/2013,9/29/2013,7987,5936,0,33,340,0,3,376,30,6,66,102,478,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,40,9/30/2013,10/6/2013,6855,4931,0,21,268,0,3,292,25,0,47,72,364,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,41,10/7/2013,10/13/2013,9611,7858,0,50,283,0,1,334,33,2,50,85,419,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,42,10/14/2013,10/20/2013,9625,7874,0,46,217,0,3,266,30,1,63,94,360,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,43,10/21/2013,10/27/2013,9855,7321,0,53,181,0,6,240,14,0,88,102,342,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,44,10/28/2013,11/3/2013,10335,8313,0,97,215,0,8,320,44,2,86,132,452,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,45,11/4/2013,11/10/2013,10268,7365,0,92,221,0,5,318,21,6,115,142,460,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,46,11/11/2013,11/17/2013,10718,8711,0,166,258,0,2,426,90,5,144,239,665,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2013,47,11/18/2013,11/24/2013,10899,8107,0,131,322,0,10,463,52,5,211,268,731,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,48,11/25/2013,12/1/2013,11744,9906,0,273,512,0,4,789,178,11,241,430,1219,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,49,12/2/2013,12/8/2013,12378,10069,0,349,710,0,2,1061,197,13,341,551,1612,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,50,12/9/2013,12/15/2013,12723,9987,0,511,844,0,7,1362,186,31,450,667,2029,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,51,12/16/2013,12/22/2013,12805,9571,0,647,1014,0,12,1673,117,16,592,725,2398,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2013,52,12/23/2013,12/29/2013,13752,11193,0,1238,1285,0,10,2533,346,23,655,1024,3557,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,1,12/30/2013,1/5/2014,13519,10751,0,1711,1240,0,6,2957,368,27,678,1073,4030,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,2,1/6/2014,1/12/2014,14397,10199,0,2067,1039,0,22,3128,276,46,810,1132,4260,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,3,1/13/2014,1/19/2014,14305,10756,0,2380,962,0,33,3375,355,35,823,1213,4588,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,4,1/20/2014,1/26/2014,14365,9621,0,2183,813,0,19,3015,149,29,897,1075,4090,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,5,1/27/2014,2/2/2014,11292,6575,0,1422,518,0,43,1983,173,44,613,830,2813,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,6,2/3/2014,2/9/2014,12248,8275,0,1583,520,0,8,2111,317,43,644,1004,3115,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,7,2/10/2014,2/16/2014,12919,9884,0,1510,429,0,9,1948,437,33,559,1029,2977,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,8,2/17/2014,2/23/2014,13371,9713,0,1372,424,0,5,1801,474,45,628,1147,2948,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,9,2/24/2014,3/2/2014,13666,10304,0,1263,423,0,4,1690,602,50,669,1321,3011,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,10,3/3/2014,3/9/2014,12813,9645,0,882,301,0,8,1191,503,54,672,1229,2420,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,11,3/10/2014,3/16/2014,12547,8715,0,549,268,0,2,819,346,34,801,1181,2000,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,12,3/17/2014,3/23/2014,12908,9853,0,479,211,0,0,690,548,52,676,1276,1966,,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,13,3/24/2014,3/30/2014,12431,8956,0,345,177,0,3,525,397,51,517,965,1490,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,14,3/31/2014,4/6/2014,9698,6403,0,194,123,0,3,320,186,26,400,612,932,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,15,4/7/2014,4/13/2014,9400,5909,0,137,119,0,4,260,185,19,275,479,739,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,16,4/14/2014,4/20/2014,9268,6491,0,110,104,0,1,215,181,8,164,353,568,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,17,4/21/2014,4/27/2014,8896,5941,0,55,101,0,10,166,153,6,153,312,478,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,18,4/28/2014,5/4/2014,8412,6026,0,37,127,0,3,167,153,6,108,267,434,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,19,5/5/2014,5/11/2014,8801,6514,0,30,169,0,2,201,109,9,81,199,400,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,20,5/12/2014,5/18/2014,8668,6269,0,30,197,0,1,228,69,5,89,163,391,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,21,5/19/2014,5/25/2014,8474,5549,0,11,190,0,2,203,56,4,88,148,351,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,22,5/26/2014,6/1/2014,8355,5273,0,18,288,0,1,307,49,1,64,114,421,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,23,6/2/2014,6/8/2014,8818,6523,0,15,475,0,7,497,82,1,44,127,624,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,24,6/9/2014,6/15/2014,9031,6549,0,27,722,0,2,751,69,3,29,101,852,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,25,6/16/2014,6/22/2014,8768,6104,0,10,639,0,0,649,62,3,45,110,759,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,26,6/23/2014,6/29/2014,8108,5313,0,16,735,0,1,752,34,2,45,81,833,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,27,6/30/2014,7/6/2014,8284,5373,0,5,842,0,6,853,17,1,35,53,906,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,28,7/7/2014,7/13/2014,9017,6937,0,11,1156,0,1,1168,42,3,15,60,1228,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,29,7/14/2014,7/20/2014,8691,6598,0,5,1257,0,1,1263,43,1,18,62,1325,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,30,7/21/2014,7/27/2014,8371,6369,0,4,1282,0,4,1290,27,1,28,56,1346,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,31,7/28/2014,8/3/2014,8112,5912,0,1,1221,0,11,1233,25,0,28,53,1286,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,32,8/4/2014,8/10/2014,8163,5450,0,1,997,0,5,1003,6,0,41,47,1050,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,33,8/11/2014,8/17/2014,7970,5502,0,4,976,0,8,988,16,0,43,59,1047,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,34,8/18/2014,8/24/2014,7955,5953,0,3,882,0,7,892,23,0,36,59,951,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,35,8/25/2014,8/31/2014,8060,6314,0,3,796,0,3,802,62,3,15,80,882,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,36,9/1/2014,9/7/2014,8624,6472,0,3,699,0,2,704,38,1,23,62,766,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,37,9/8/2014,9/14/2014,8558,6320,0,13,558,0,2,573,73,1,18,92,665,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,38,9/15/2014,9/21/2014,8560,5893,0,6,386,0,9,401,71,1,25,97,498,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,39,9/22/2014,9/28/2014,8709,5517,0,4,253,0,5,262,51,1,26,78,340,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,40,9/29/2014,10/5/2014,8862,6777,0,12,231,0,0,243,45,0,23,68,311,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,41,10/6/2014,10/12/2014,10941,8728,0,8,230,0,1,239,39,0,19,58,297,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,42,10/13/2014,10/19/2014,11641,8898,0,10,195,0,0,205,35,0,12,47,252,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,43,10/20/2014,10/26/2014,11561,8004,0,18,192,0,4,214,42,0,18,60,274,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,44,10/27/2014,11/2/2014,11926,9703,0,6,277,0,0,283,30,1,13,44,327,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,45,11/3/2014,11/9/2014,12154,9948,0,5,350,0,1,356,39,1,9,49,405,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,46,11/10/2014,11/16/2014,12026,9941,0,10,483,0,1,494,40,4,8,52,546,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,47,11/17/2014,11/23/2014,12606,9780,0,18,752,0,4,774,67,2,11,80,854,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,48,11/24/2014,11/30/2014,12457,8622,0,25,809,0,3,837,53,1,15,69,906,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,49,12/1/2014,12/7/2014,12756,8952,0,19,1213,0,12,1244,58,1,16,75,1319,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,50,12/8/2014,12/14/2014,13026,9179,0,23,1570,0,3,1596,116,5,19,140,1736,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,51,12/15/2014,12/21/2014,13657,9318,0,9,1952,0,0,1961,184,0,9,193,2154,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2014,52,12/22/2014,12/28/2014,13647,9193,0,29,2085,0,2,2116,309,9,46,364,2480,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,1,12/29/2014,1/4/2015,13282,8370,0,9,1985,0,6,2000,356,3,41,400,2400,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,2,1/5/2015,1/11/2015,14001,10194,0,25,2620,0,6,2651,635,13,15,663,3314,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,3,1/12/2015,1/18/2015,14681,11088,0,17,2394,0,4,2415,828,14,62,904,3319,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,4,1/19/2015,1/25/2015,15738,11085,0,16,2657,0,16,2689,890,22,69,981,3670,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,5,1/26/2015,2/1/2015,16217,10487,0,24,2747,0,3,2774,833,36,69,938,3712,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,6,2/2/2015,2/8/2015,15712,9912,0,15,2240,0,1,2256,793,16,109,918,3174,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,7,2/9/2015,2/15/2015,15807,9588,0,10,1674,0,1,1685,831,24,131,986,2671,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,8,2/16/2015,2/22/2015,12114,7481,0,13,1267,0,0,1280,675,14,93,782,2062,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,9,2/23/2015,3/1/2015,14534,9067,0,21,1302,0,3,1326,837,22,121,980,2306,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,10,3/2/2015,3/8/2015,14971,10513,0,43,1057,0,0,1100,833,20,115,968,2068,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,11,3/9/2015,3/15/2015,14689,10182,0,35,917,0,0,952,1005,26,144,1175,2127,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,12,3/16/2015,3/22/2015,14847,9276,0,26,770,0,0,796,877,27,230,1134,1930,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,13,3/23/2015,3/29/2015,14213,8803,0,17,587,0,1,605,844,23,251,1118,1723,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,14,3/30/2015,4/5/2015,12127,8804,0,13,369,0,3,385,788,21,148,957,1342,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,15,4/6/2015,4/12/2015,11753,7012,0,20,427,0,0,447,524,35,70,629,1076,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,16,4/13/2015,4/19/2015,10808,6340,0,8,273,0,0,281,431,20,100,551,832,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,17,4/20/2015,4/26/2015,10996,7792,0,9,314,0,0,323,495,17,77,589,912,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,18,4/27/2015,5/3/2015,10446,7348,0,24,270,0,2,296,354,25,79,458,754,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,19,5/4/2015,5/10/2015,10994,7622,0,19,261,0,2,282,350,26,53,429,711,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,20,5/11/2015,5/17/2015,10453,7087,0,17,269,0,0,286,272,14,50,336,622,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,21,5/18/2015,5/24/2015,10201,6631,0,17,370,0,3,390,179,16,61,256,646,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,22,5/25/2015,5/31/2015,9712,5913,0,12,452,0,2,466,154,8,30,192,658,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,23,6/1/2015,6/7/2015,10730,7044,0,5,854,0,0,859,179,6,24,209,1068,,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,24,6/8/2015,6/14/2015,11306,6989,0,13,1275,0,0,1288,164,10,27,201,1489,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,25,6/15/2015,6/21/2015,10510,6352,0,13,1662,0,1,1676,162,4,22,188,1864,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,26,6/22/2015,6/28/2015,10918,5754,0,12,1809,0,0,1821,125,6,25,156,1977,,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,27,6/29/2015,7/5/2015,10787,10361,0,24,2075,0,7,2106,168,4,39,211,2317,2832,Regional Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,28,7/6/2015,7/12/2015,10690,9973,0,20,1793,0,3,1816,135,0,34,169,1985,2742,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,29,7/13/2015,7/19/2015,10009,9102,0,11,1511,0,16,1538,76,7,60,143,1681,2710,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,30,7/20/2015,7/26/2015,9891,9295,0,4,1526,0,5,1535,110,2,26,138,1673,2500,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,31,7/27/2015,8/2/2015,9509,8660,0,4,1474,0,12,1490,86,4,38,128,1618,2606,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,32,8/3/2015,8/9/2015,9969,9392,0,8,1263,0,1,1272,84,3,21,108,1380,2703,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,33,8/10/2015,8/16/2015,9777,9051,0,4,1048,0,2,1054,87,1,27,115,1169,2729,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,34,8/17/2015,8/23/2015,9166,8173,0,2,895,0,0,897,70,2,27,99,996,2455,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,35,8/24/2015,8/30/2015,9581,9000,0,7,840,0,0,847,57,1,27,85,932,2623,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,36,8/31/2015,9/6/2015,8652,7763,0,3,553,0,1,557,32,0,24,56,613,2436,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2015,37,9/7/2015,9/13/2015,9604,8960,0,0,490,0,0,490,51,1,9,61,551,2601,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,38,9/14/2015,9/20/2015,9883,8794,0,3,315,0,1,319,34,2,16,52,371,2870,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,39,9/21/2015,9/27/2015,9693,9013,0,2,211,0,0,213,35,1,10,46,259,2793,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,40,9/28/2015,10/4/2015,9991,8707,0,3,153,0,0,156,31,3,11,45,201,2641,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,41,10/5/2015,10/11/2015,11826,11173,0,7,171,0,0,178,33,3,15,51,229,2681,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,42,10/12/2015,10/18/2015,13026,12057,0,2,160,0,0,162,37,0,20,57,219,2722,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,43,10/19/2015,10/25/2015,13327,12792,0,10,163,0,0,173,60,4,23,87,260,2864,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,44,10/26/2015,11/1/2015,13160,12614,0,7,107,0,2,116,53,10,15,78,194,2877,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,45,11/2/2015,11/8/2015,13084,12170,0,4,100,0,1,105,75,8,14,97,202,2881,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,46,11/9/2015,11/15/2015,13012,11441,0,13,106,0,0,119,71,6,13,90,209,2764,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2015,47,11/16/2015,11/22/2015,13354,12350,0,19,132,0,0,151,76,15,24,115,266,12077,Sporadic
