Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
China,Western Pacific Region of WHO,Eastern Asia,2019,8,2/18/2019,2/24/2019,17908,17397,,2871,1083,0,0,3954,11,185,21,217,4171,13224,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,9,2/25/2019,3/3/2019,18088,17766,,2569,1414,0,5,3988,18,370,23,411,4399,13363,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,10,3/4/2019,3/10/2019,17968,17555,,2035,1570,0,0,3605,8,772,36,816,4421,13131,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,11,3/11/2019,3/17/2019,17770,17445,,1517,1597,0,1,3115,35,1280,34,1349,4464,13243,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,12,3/18/2019,3/24/2019,18288,17967,,1001,1312,0,2,2315,32,1742,39,1813,4128,13836,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,13,3/25/2019,3/31/2019,17707,17401,,633,1176,0,8,1817,41,2077,92,2210,4027,13372,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,14,4/1/2019,4/7/2019,11603,10532,,298,558,0,1,857,8,1053,62,1123,1980,8551,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,15,4/8/2019,4/14/2019,14405,14342,,238,584,0,0,822,25,1776,73,1874,2696,11644,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,16,4/15/2019,4/21/2019,13687,13561,,183,460,0,0,643,15,1702,70,1787,2430,11124,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,17,4/22/2019,4/28/2019,12517,12153,,118,398,0,2,518,16,1483,127,1626,2144,10006,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,18,4/29/2019,5/5/2019,11665,11411,,112,273,0,0,385,6,1073,131,1210,1595,9816,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,19,5/6/2019,5/12/2019,12744,12392,,79,229,0,0,308,11,1226,91,1328,1636,10751,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,20,5/13/2019,5/19/2019,12850,12829,,79,245,0,0,324,13,1236,202,1451,1775,11053,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,21,5/20/2019,5/26/2019,12613,12572,,94,232,0,0,326,7,1138,192,1337,1663,10905,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,22,5/27/2019,6/2/2019,11926,11716,,53,167,0,0,220,9,971,143,1123,1343,10364,Local Outbreak
China,Western Pacific Region of WHO,Eastern Asia,2019,23,6/3/2019,6/9/2019,11299,10967,,52,189,0,0,241,2,814,137,953,1194,9769,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,24,6/10/2019,6/16/2019,10673,9833,,74,187,0,0,261,0,426,173,599,860,8969,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,25,6/17/2019,6/23/2019,13195,12122,,120,216,0,0,336,6,625,152,783,1119,11001,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,26,6/24/2019,6/30/2019,12739,11927,,141,246,0,0,387,8,531,137,676,1063,10858,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,27,7/1/2019,7/7/2019,12075,11419,,163,259,0,0,422,7,446,168,621,1043,10373,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,28,7/8/2019,7/14/2019,12110,11450,,183,263,0,0,446,7,408,132,547,993,10450,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,29,7/15/2019,7/21/2019,12343,11635,,176,264,0,0,440,2,372,104,478,918,10713,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,30,7/22/2019,7/28/2019,11756,11129,,136,290,0,0,426,1,354,70,425,851,10273,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,31,7/29/2019,8/4/2019,11309,10733,,86,299,0,0,385,3,291,36,330,715,10013,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,32,8/5/2019,8/11/2019,11678,10911,,55,319,0,0,374,0,274,20,294,668,10238,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,33,8/12/2019,8/18/2019,11471,10752,,58,259,0,0,317,2,211,17,230,547,10201,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,34,8/19/2019,8/25/2019,10016,8856,,49,163,0,0,212,1,136,5,142,354,8496,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,35,8/26/2019,9/1/2019,11081,10449,,72,209,0,0,281,0,135,6,141,422,10022,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,36,9/2/2019,9/8/2019,10430,9137,,80,199,0,0,279,0,92,6,98,377,8758,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,37,9/9/2019,9/15/2019,4127,4127,,47,76,,,123,0,8,2,10,133,3991,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,38,9/16/2019,9/22/2019,5345,5345,,56,80,,,136,0,11,6,17,153,5190,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,39,9/23/2019,9/29/2019,4904,4904,,25,49,,,74,0,14,8,22,96,4807,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,40,9/30/2019,10/6/2019,13003,12407,,51,125,,,176,3,77,2,82,258,4698,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,41,10/7/2019,10/13/2019,4317,14807,,54,175,,,229,0,69,10,79,308,4256,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,42,10/14/2019,10/20/2019,15466,14283,,53,229,,,282,3,67,2,72,354,4231,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,43,10/21/2019,10/27/2019,16376,15267,,73,262,,,335,2,98,9,109,444,4658,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,44,10/28/2019,11/3/2019,16371,15243,,55,395,,,450,0,90,8,98,548,4593,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,45,11/4/2019,11/10/2019,16904,15531,,68,471,,,539,2,132,8,142,681,4699,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,46,11/11/2019,11/17/2019,16953,15686,,82,597,,,679,3,142,1,146,825,4653,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,47,11/18/2019,11/24/2019,18199,16070,,86,913,,,999,2,251,2,255,1254,4698,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,48,11/25/2019,12/1/2019,16467,13395,,93,827,,,920,5,226,1,232,1152,4708,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,49,12/2/2019,12/8/2019,21032,16760,,137,2027,,,2164,1,545,5,551,2715,4683,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,50,12/9/2019,12/15/2019,25307,18799,,194,3240,,,3434,3,848,35,886,4320,5527,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,51,12/16/2019,12/22/2019,5974,19335,,371,4029,,,4400,3,1204,33,1240,5640,5680,Sporadic
China,Western Pacific Region of WHO,Eastern Asia,2019,52,12/23/2019,12/29/2019,26570,18812,,479,4506,,,4985,1,1399,30,1430,6415,5000,Sporadic
